month,region,model_code,product_type,term_months,credit_tier,buy_rate_apr,published_apr,money_factor,residual_pct
2025-07,East,MODEL_3,Finance,60,C,4.793,5.502,,
2025-07,East,MODEL_4,Lease,36,A,,,0.002024,0.622
2025-07,East,MODEL_4,Lease,48,A,,,0.004129,0.549
2025-07,East,MODEL_4,Lease,60,A,,,0.001627,0.597
2025-07,East,MODEL_4,Finance,36,B,6.177,6.989,,
2025-07,East,MODEL_4,Finance,48,B,6.34,6.871,,
2025-07,East,MODEL_4,Finance,60,B,3.691,4.269,,
2025-07,East,MODEL_4,Finance,36,C,4.773,5.451,,
2025-07,East,MODEL_4,Lease,48,C,,,0.00403,0.652
2025-07,East,MODEL_4,Finance,60,C,5.227,5.938,,
2025-07,East,MODEL_5,Finance,36,A,6.076,6.946,,
2025-07,East,MODEL_5,Lease,48,A,,,0.002439,0.589
2025-07,East,MODEL_5,Finance,60,A,5.325,5.734,,
2025-07,East,MODEL_5,Finance,36,B,5.718,6.61,,
2025-07,East,MODEL_5,Finance,48,B,4.884,5.73,,
2025-07,East,MODEL_5,Finance,60,B,6.457,6.985,,
2025-07,East,MODEL_5,Lease,36,C,,,0.004058,0.499
2025-07,East,MODEL_5,Lease,48,C,,,0.004433,0.576
2025-07,East,MODEL_5,Finance,60,C,6.606,7.258,,
2025-07,East,MODEL_6,Finance,36,A,3.547,4.545,,
2025-07,East,MODEL_6,Finance,48,A,4.742,5.227,,
2025-07,East,MODEL_6,Lease,60,A,,,0.002784,0.517
2025-07,East,MODEL_6,Finance,36,B,4.295,4.595,,
2025-07,East,MODEL_6,Finance,48,B,3.576,4.456,,
2025-07,East,MODEL_6,Finance,60,B,6.804,7.534,,
2025-07,East,MODEL_6,Lease,36,C,,,0.001777,0.639
2025-07,East,MODEL_6,Lease,48,C,,,0.00194,0.618
2025-07,East,MODEL_6,Finance,60,C,4.216,4.987,,
2025-07,East,MODEL_7,Lease,36,A,,,0.003873,0.605
2025-07,East,MODEL_7,Lease,48,A,,,0.002254,0.628
2025-07,East,MODEL_7,Lease,60,A,,,0.002344,0.483
2025-07,East,MODEL_7,Finance,36,B,3.572,4.312,,
2025-07,East,MODEL_7,Finance,48,B,4.43,4.901,,
2025-07,East,MODEL_7,Lease,60,B,,,0.002682,0.537
2025-07,East,MODEL_7,Finance,36,C,6.867,7.59,,
2025-07,East,MODEL_7,Lease,48,C,,,0.003712,0.636
2025-07,East,MODEL_7,Lease,60,C,,,0.00432,0.607
2025-07,East,MODEL_8,Lease,36,A,,,0.003996,0.575
2025-07,East,MODEL_8,Lease,48,A,,,0.003661,0.603
2025-07,East,MODEL_8,Finance,60,A,6.414,6.72,,
2025-07,East,MODEL_8,Lease,36,B,,,0.003547,0.552
2025-07,East,MODEL_8,Lease,48,B,,,0.003162,0.659
2025-07,East,MODEL_8,Lease,60,B,,,0.004237,0.505
2025-07,East,MODEL_8,Finance,36,C,4.526,4.887,,
2025-07,East,MODEL_8,Finance,48,C,6.972,7.308,,
2025-07,East,MODEL_8,Lease,60,C,,,0.002574,0.612
2025-07,East,MODEL_9,Finance,36,A,5.173,6.003,,
2025-07,East,MODEL_9,Finance,48,A,4.631,5.279,,
2025-07,East,MODEL_9,Finance,60,A,4.37,5.21,,
2025-07,East,MODEL_9,Finance,36,B,5.489,5.914,,
2025-07,East,MODEL_9,Lease,48,B,,,0.003423,0.527
2025-07,East,MODEL_9,Finance,60,B,5.393,6.056,,
2025-07,East,MODEL_9,Finance,36,C,4.57,5.401,,
2025-07,East,MODEL_9,Finance,48,C,5.642,5.949,,
2025-07,East,MODEL_9,Finance,60,C,6.671,7.328,,
2025-07,East,MODEL_10,Finance,36,A,4.293,4.646,,
2025-07,East,MODEL_10,Finance,48,A,5.059,5.546,,
2025-07,East,MODEL_10,Lease,60,A,,,0.002317,0.652
2025-07,East,MODEL_10,Finance,36,B,5.009,5.494,,
2025-07,East,MODEL_10,Finance,48,B,3.86,4.356,,
2025-07,East,MODEL_10,Lease,60,B,,,0.001956,0.516
2025-07,East,MODEL_10,Finance,36,C,5.101,5.476,,
2025-07,East,MODEL_10,Finance,48,C,4.098,4.689,,
2025-07,East,MODEL_10,Finance,60,C,5.969,6.622,,
2025-07,South,MODEL_1,Finance,36,A,4.366,5.362,,
2025-07,South,MODEL_1,Lease,48,A,,,0.001976,0.502
2025-07,South,MODEL_1,Finance,60,A,4.092,4.922,,
2025-07,South,MODEL_1,Lease,36,B,,,0.003068,0.492
2025-07,South,MODEL_1,Finance,48,B,4.04,4.805,,
2025-07,South,MODEL_1,Lease,60,B,,,0.003461,0.609
2025-07,South,MODEL_1,Finance,36,C,3.966,4.834,,
2025-07,South,MODEL_1,Lease,48,C,,,0.004181,0.535
2025-07,South,MODEL_1,Finance,60,C,3.63,4.152,,
2025-07,South,MODEL_2,Finance,36,A,6.386,7.056,,
2025-07,South,MODEL_2,Lease,48,A,,,0.001596,0.489
2025-07,South,MODEL_2,Lease,60,A,,,0.003364,0.589
2025-07,South,MODEL_2,Lease,36,B,,,0.002609,0.503
2025-07,South,MODEL_2,Finance,48,B,6.89,7.374,,
2025-07,South,MODEL_2,Finance,60,B,4.857,5.588,,
2025-07,South,MODEL_2,Lease,36,C,,,0.002289,0.6
2025-07,South,MODEL_2,Finance,48,C,5.692,6.512,,
2025-07,South,MODEL_2,Finance,60,C,5.338,5.689,,
2025-07,South,MODEL_3,Finance,36,A,4.371,4.771,,
2025-07,South,MODEL_3,Finance,48,A,4.685,5.041,,
2025-07,South,MODEL_3,Lease,60,A,,,0.003254,0.583
2025-07,South,MODEL_3,Finance,36,B,4.562,5.559,,
2025-07,South,MODEL_3,Finance,48,B,5.701,6.015,,
2025-07,South,MODEL_3,Finance,60,B,6.357,6.683,,
2025-07,South,MODEL_3,Finance,36,C,3.504,4.059,,
2025-07,South,MODEL_3,Finance,48,C,3.85,4.444,,
2025-07,South,MODEL_3,Finance,60,C,5.558,6.324,,
2025-07,South,MODEL_4,Lease,36,A,,,0.004169,0.643
2025-07,South,MODEL_4,Finance,48,A,4.003,4.948,,
2025-07,South,MODEL_4,Lease,60,A,,,0.00298,0.562
2025-07,South,MODEL_4,Lease,36,B,,,0.002286,0.572
2025-07,South,MODEL_4,Lease,48,B,,,0.004043,0.51
2025-07,South,MODEL_4,Lease,60,B,,,0.002648,0.607
2025-07,South,MODEL_4,Lease,36,C,,,0.004444,0.511
2025-07,South,MODEL_4,Lease,48,C,,,0.002624,0.617
2025-07,South,MODEL_4,Lease,60,C,,,0.003824,0.645
2025-07,South,MODEL_5,Finance,36,A,4.194,5.013,,
2025-07,South,MODEL_5,Lease,48,A,,,0.003771,0.564
2025-07,South,MODEL_5,Finance,60,A,3.832,4.521,,
2025-07,South,MODEL_5,Lease,36,B,,,0.003077,0.54
2025-07,South,MODEL_5,Lease,48,B,,,0.004137,0.618
2025-07,South,MODEL_5,Lease,60,B,,,0.003839,0.503
2025-07,South,MODEL_5,Lease,36,C,,,0.001733,0.505
2025-07,South,MODEL_5,Finance,48,C,6.525,7.378,,
2025-07,South,MODEL_5,Finance,60,C,4.978,5.775,,
2025-07,South,MODEL_6,Lease,36,A,,,0.002615,0.623
2025-07,South,MODEL_6,Lease,48,A,,,0.001615,0.636
2025-07,South,MODEL_6,Finance,60,A,6.097,6.417,,
2025-07,South,MODEL_6,Lease,36,B,,,0.003589,0.643
2025-07,South,MODEL_6,Finance,48,B,4.494,4.888,,
2025-07,South,MODEL_6,Lease,60,B,,,0.00331,0.51
2025-07,South,MODEL_6,Lease,36,C,,,0.002128,0.637
2025-07,South,MODEL_6,Lease,48,C,,,0.003565,0.498
2025-07,South,MODEL_6,Lease,60,C,,,0.002558,0.587
2025-07,South,MODEL_7,Lease,36,A,,,0.002733,0.526
2025-07,South,MODEL_7,Lease,48,A,,,0.002344,0.643
2025-07,South,MODEL_7,Lease,60,A,,,0.001606,0.541
2025-07,South,MODEL_7,Finance,36,B,4.301,5.03,,
2025-07,South,MODEL_7,Lease,48,B,,,0.002169,0.489
2025-07,South,MODEL_7,Lease,60,B,,,0.002325,0.532
2025-07,South,MODEL_7,Finance,36,C,5.366,6.2,,
2025-07,South,MODEL_7,Lease,48,C,,,0.002014,0.501
2025-07,South,MODEL_7,Lease,60,C,,,0.003819,0.567
2025-07,South,MODEL_8,Finance,36,A,3.935,4.514,,
2025-07,South,MODEL_8,Lease,48,A,,,0.001953,0.594
2025-07,South,MODEL_8,Finance,60,A,5.611,6.305,,
2025-07,South,MODEL_8,Lease,36,B,,,0.002574,0.658
2025-07,South,MODEL_8,Finance,48,B,6.463,7.09,,
2025-07,South,MODEL_8,Lease,60,B,,,0.001988,0.601
2025-07,South,MODEL_8,Lease,36,C,,,0.00379,0.483
2025-07,South,MODEL_8,Finance,48,C,4.137,4.51,,
2025-07,South,MODEL_8,Lease,60,C,,,0.002514,0.656
2025-07,South,MODEL_9,Lease,36,A,,,0.002844,0.647
2025-07,South,MODEL_9,Lease,48,A,,,0.004344,0.532
2025-07,South,MODEL_9,Finance,60,A,4.536,5.274,,
2025-07,South,MODEL_9,Lease,36,B,,,0.004349,0.512
2025-07,South,MODEL_9,Lease,48,B,,,0.002167,0.506
2025-07,South,MODEL_9,Finance,60,B,3.75,4.665,,
2025-07,South,MODEL_9,Lease,36,C,,,0.002098,0.498
2025-07,South,MODEL_9,Lease,48,C,,,0.001804,0.559
2025-07,South,MODEL_9,Lease,60,C,,,0.002745,0.577
2025-07,South,MODEL_10,Finance,36,A,5.393,5.736,,
2025-07,South,MODEL_10,Finance,48,A,6.869,7.615,,
2025-07,South,MODEL_10,Lease,60,A,,,0.004331,0.637
2025-07,South,MODEL_10,Lease,36,B,,,0.002613,0.592
2025-07,South,MODEL_10,Lease,48,B,,,0.001605,0.533
2025-07,South,MODEL_10,Finance,60,B,5.317,6.173,,
2025-07,South,MODEL_10,Lease,36,C,,,0.002847,0.616
2025-07,South,MODEL_10,Finance,48,C,5.609,6.482,,
2025-07,South,MODEL_10,Lease,60,C,,,0.003503,0.635
2025-07,Midwest,MODEL_1,Lease,36,A,,,0.002764,0.652
2025-07,Midwest,MODEL_1,Lease,48,A,,,0.003466,0.613
2025-07,Midwest,MODEL_1,Lease,60,A,,,0.00289,0.628
2025-07,Midwest,MODEL_1,Lease,36,B,,,0.004027,0.519
2025-07,Midwest,MODEL_1,Lease,48,B,,,0.001662,0.625
2025-07,Midwest,MODEL_1,Lease,60,B,,,0.003226,0.515
2025-07,Midwest,MODEL_1,Lease,36,C,,,0.003718,0.613
2025-07,Midwest,MODEL_1,Lease,48,C,,,0.002761,0.613
2025-07,Midwest,MODEL_1,Finance,60,C,6.242,6.771,,
2025-07,Midwest,MODEL_2,Lease,36,A,,,0.002956,0.639
2025-07,Midwest,MODEL_2,Lease,48,A,,,0.003861,0.502
2025-07,Midwest,MODEL_2,Finance,60,A,3.705,4.511,,
2025-07,Midwest,MODEL_2,Lease,36,B,,,0.004367,0.651
2025-07,Midwest,MODEL_2,Lease,48,B,,,0.003674,0.619
2025-07,Midwest,MODEL_2,Lease,60,B,,,0.001994,0.645
2025-07,Midwest,MODEL_2,Finance,36,C,4.195,4.504,,
2025-07,Midwest,MODEL_2,Finance,48,C,5.344,6.262,,
2025-07,Midwest,MODEL_2,Lease,60,C,,,0.003675,0.559
2025-07,Midwest,MODEL_3,Lease,36,A,,,0.004454,0.579
2025-07,Midwest,MODEL_3,Finance,48,A,3.982,4.387,,
2025-07,Midwest,MODEL_3,Finance,60,A,4.725,5.599,,
2025-07,Midwest,MODEL_3,Lease,36,B,,,0.004353,0.512
2025-07,Midwest,MODEL_3,Lease,48,B,,,0.002627,0.653
2025-07,Midwest,MODEL_3,Finance,60,B,4.327,5.016,,
2025-07,Midwest,MODEL_3,Finance,36,C,4.913,5.262,,
2025-07,Midwest,MODEL_3,Lease,48,C,,,0.003078,0.517
2025-07,Midwest,MODEL_3,Lease,60,C,,,0.003591,0.5
2025-07,Midwest,MODEL_4,Finance,36,A,6.081,6.73,,
2025-07,Midwest,MODEL_4,Lease,48,A,,,0.002771,0.649
2025-07,Midwest,MODEL_4,Lease,60,A,,,0.002991,0.615
2025-07,Midwest,MODEL_4,Finance,36,B,5.321,6.095,,
2025-07,Midwest,MODEL_4,Finance,48,B,5.416,5.831,,
2025-07,Midwest,MODEL_4,Finance,60,B,4.274,5.118,,
2025-07,Midwest,MODEL_4,Lease,36,C,,,0.002967,0.528
2025-07,Midwest,MODEL_4,Finance,48,C,5.67,6.494,,
2025-07,Midwest,MODEL_4,Finance,60,C,4.23,5.14,,
2025-07,Midwest,MODEL_5,Lease,36,A,,,0.004198,0.543
2025-07,Midwest,MODEL_5,Lease,48,A,,,0.002081,0.555
2025-07,Midwest,MODEL_5,Lease,60,A,,,0.00369,0.595
2025-07,Midwest,MODEL_5,Finance,36,B,6.031,6.595,,
2025-07,Midwest,MODEL_5,Lease,48,B,,,0.002869,0.637
2025-07,Midwest,MODEL_5,Finance,60,B,4.78,5.441,,
2025-07,Midwest,MODEL_5,Lease,36,C,,,0.004224,0.536
2025-07,Midwest,MODEL_5,Finance,48,C,6.862,7.614,,
2025-07,Midwest,MODEL_5,Finance,60,C,6.491,7.188,,
2025-07,Midwest,MODEL_6,Lease,36,A,,,0.002273,0.64
2025-07,Midwest,MODEL_6,Finance,48,A,3.985,4.741,,
2025-07,Midwest,MODEL_6,Finance,60,A,4.922,5.735,,
2025-07,Midwest,MODEL_6,Lease,36,B,,,0.001806,0.658
2025-07,Midwest,MODEL_6,Lease,48,B,,,0.004297,0.575
2025-07,Midwest,MODEL_6,Lease,60,B,,,0.001664,0.649
2025-07,Midwest,MODEL_6,Finance,36,C,4.435,5.072,,
2025-07,Midwest,MODEL_6,Lease,48,C,,,0.002718,0.564
2025-07,Midwest,MODEL_6,Finance,60,C,6.821,7.619,,
2025-07,Midwest,MODEL_7,Finance,36,A,4.074,5.017,,
2025-07,Midwest,MODEL_7,Lease,48,A,,,0.001907,0.611
2025-07,Midwest,MODEL_7,Finance,60,A,5.097,5.964,,
2025-07,Midwest,MODEL_7,Finance,36,B,6.756,7.08,,
2025-07,Midwest,MODEL_7,Lease,48,B,,,0.001521,0.577
2025-07,Midwest,MODEL_7,Finance,60,B,3.615,4.108,,
2025-07,Midwest,MODEL_7,Finance,36,C,6.441,7.037,,
2025-07,Midwest,MODEL_7,Lease,48,C,,,0.002725,0.613
2025-07,Midwest,MODEL_7,Lease,60,C,,,0.002511,0.58
2025-07,Midwest,MODEL_8,Finance,36,A,6.032,6.557,,
2025-07,Midwest,MODEL_8,Finance,48,A,3.742,4.601,,
2025-07,Midwest,MODEL_8,Finance,60,A,6.559,7.018,,
2025-07,Midwest,MODEL_8,Lease,36,B,,,0.003007,0.509
2025-07,Midwest,MODEL_8,Lease,48,B,,,0.003602,0.629
2025-07,Midwest,MODEL_8,Lease,60,B,,,0.00253,0.609
2025-07,Midwest,MODEL_8,Finance,36,C,6.863,7.33,,
2025-07,Midwest,MODEL_8,Finance,48,C,6.242,7.098,,
2025-07,Midwest,MODEL_8,Finance,60,C,5.152,5.725,,
2025-07,Midwest,MODEL_9,Lease,36,A,,,0.002439,0.533
2025-07,Midwest,MODEL_9,Finance,48,A,6.767,7.517,,
2025-07,Midwest,MODEL_9,Finance,60,A,5.56,6.392,,
2025-07,Midwest,MODEL_9,Finance,36,B,5.172,6.09,,
2025-07,Midwest,MODEL_9,Finance,48,B,6.581,7.315,,
2025-07,Midwest,MODEL_9,Lease,60,B,,,0.002516,0.52
2025-07,Midwest,MODEL_9,Finance,36,C,5.185,5.769,,
2025-07,Midwest,MODEL_9,Lease,48,C,,,0.002404,0.653
2025-07,Midwest,MODEL_9,Finance,60,C,6.534,7.396,,
2025-07,Midwest,MODEL_10,Finance,36,A,5.505,6.214,,
2025-07,Midwest,MODEL_10,Lease,48,A,,,0.003014,0.59
2025-07,Midwest,MODEL_10,Finance,60,A,4.554,5.053,,
2025-07,Midwest,MODEL_10,Finance,36,B,6.202,6.972,,
2025-07,Midwest,MODEL_10,Lease,48,B,,,0.003197,0.659
2025-07,Midwest,MODEL_10,Finance,60,B,4.665,5.143,,
2025-07,Midwest,MODEL_10,Finance,36,C,5.781,6.477,,
2025-07,Midwest,MODEL_10,Lease,48,C,,,0.002783,0.53
2025-07,Midwest,MODEL_10,Finance,60,C,4.762,5.694,,
2025-07,West,MODEL_1,Lease,36,A,,,0.003298,0.547
2025-07,West,MODEL_1,Finance,48,A,4.897,5.734,,
2025-07,West,MODEL_1,Finance,60,A,5.887,6.306,,
2025-07,West,MODEL_1,Lease,36,B,,,0.002013,0.492
2025-07,West,MODEL_1,Lease,48,B,,,0.00425,0.548
2025-07,West,MODEL_1,Lease,60,B,,,0.003114,0.498
2025-07,West,MODEL_1,Finance,36,C,6.184,6.848,,
2025-07,West,MODEL_1,Finance,48,C,3.669,4.589,,
2025-07,West,MODEL_1,Finance,60,C,4.448,4.859,,
2025-07,West,MODEL_2,Lease,36,A,,,0.001807,0.601
2025-07,West,MODEL_2,Finance,48,A,5.228,6.143,,
2025-07,West,MODEL_2,Lease,60,A,,,0.002357,0.579
2025-07,West,MODEL_2,Lease,36,B,,,0.003855,0.621
2025-07,West,MODEL_2,Lease,48,B,,,0.003186,0.534
2025-07,West,MODEL_2,Lease,60,B,,,0.00285,0.648
2025-07,West,MODEL_2,Finance,36,C,6.151,6.876,,
2025-07,West,MODEL_2,Finance,48,C,3.796,4.791,,
2025-07,West,MODEL_2,Finance,60,C,5.118,5.875,,
2025-07,West,MODEL_3,Finance,36,A,3.749,4.718,,
2025-07,West,MODEL_3,Lease,48,A,,,0.004138,0.483
2025-07,West,MODEL_3,Finance,60,A,3.834,4.602,,
2025-07,West,MODEL_3,Lease,36,B,,,0.002653,0.641
2025-07,West,MODEL_3,Finance,48,B,4.908,5.595,,
2025-07,West,MODEL_3,Lease,60,B,,,0.002843,0.566
2025-07,West,MODEL_3,Finance,36,C,5.049,5.675,,
2025-07,West,MODEL_3,Lease,48,C,,,0.003228,0.617
2025-07,West,MODEL_3,Lease,60,C,,,0.003765,0.578
2025-07,West,MODEL_4,Lease,36,A,,,0.002298,0.618
2025-07,West,MODEL_4,Lease,48,A,,,0.002941,0.564
2025-07,West,MODEL_4,Lease,60,A,,,0.004148,0.504
2025-07,West,MODEL_4,Lease,36,B,,,0.003888,0.647
2025-07,West,MODEL_4,Lease,48,B,,,0.001766,0.497
2025-07,West,MODEL_4,Lease,60,B,,,0.002628,0.495
2025-07,West,MODEL_4,Finance,36,C,6.452,7.065,,
2025-07,West,MODEL_4,Lease,48,C,,,0.003854,0.58
2025-07,West,MODEL_4,Finance,60,C,5.551,6.196,,
2025-07,West,MODEL_5,Finance,36,A,5.444,5.811,,
2025-07,West,MODEL_5,Finance,48,A,4.007,4.651,,
2025-07,West,MODEL_5,Finance,60,A,4.455,5.363,,
2025-07,West,MODEL_5,Lease,36,B,,,0.002881,0.655
2025-07,West,MODEL_5,Lease,48,B,,,0.001765,0.537
2025-07,West,MODEL_5,Lease,60,B,,,0.002838,0.659
2025-07,West,MODEL_5,Lease,36,C,,,0.002648,0.486
2025-07,West,MODEL_5,Finance,48,C,3.746,4.647,,
2025-07,West,MODEL_5,Lease,60,C,,,0.001676,0.531
2025-07,West,MODEL_6,Finance,36,A,5.932,6.849,,
2025-07,West,MODEL_6,Finance,48,A,6.377,6.696,,
2025-07,West,MODEL_6,Lease,60,A,,,0.003595,0.581
2025-07,West,MODEL_6,Finance,36,B,3.668,4.111,,
2025-07,West,MODEL_6,Lease,48,B,,,0.003299,0.634
2025-07,West,MODEL_6,Finance,60,B,4.385,5.339,,
2025-07,West,MODEL_6,Finance,36,C,5.795,6.2,,
2025-07,West,MODEL_6,Lease,48,C,,,0.004038,0.589
2025-07,West,MODEL_6,Finance,60,C,5.119,5.442,,
2025-07,West,MODEL_7,Lease,36,A,,,0.003983,0.533
2025-07,West,MODEL_7,Lease,48,A,,,0.004039,0.538
2025-07,West,MODEL_7,Lease,60,A,,,0.002534,0.641
2025-07,West,MODEL_7,Lease,36,B,,,0.003194,0.552
2025-07,West,MODEL_7,Lease,48,B,,,0.003148,0.606
2025-07,West,MODEL_7,Lease,60,B,,,0.003795,0.495
2025-07,West,MODEL_7,Finance,36,C,3.808,4.48,,
2025-07,West,MODEL_7,Lease,48,C,,,0.003995,0.584
2025-07,West,MODEL_7,Finance,60,C,5.682,6.6,,
2025-07,West,MODEL_8,Finance,36,A,5.854,6.714,,
2025-07,West,MODEL_8,Finance,48,A,6.179,7.095,,
2025-07,West,MODEL_8,Lease,60,A,,,0.004161,0.642
2025-07,West,MODEL_8,Finance,36,B,3.906,4.482,,
2025-07,West,MODEL_8,Lease,48,B,,,0.003019,0.611
2025-07,West,MODEL_8,Finance,60,B,4.583,5.061,,
2025-07,West,MODEL_8,Finance,36,C,6.472,7.106,,
2025-07,West,MODEL_8,Finance,48,C,3.607,4.046,,
2025-07,West,MODEL_8,Finance,60,C,5.627,6.454,,
2025-07,West,MODEL_9,Finance,36,A,6.832,7.686,,
2025-07,West,MODEL_9,Finance,48,A,6.881,7.338,,
2025-07,West,MODEL_9,Lease,60,A,,,0.002353,0.601
2025-07,West,MODEL_9,Lease,36,B,,,0.003942,0.583
2025-07,West,MODEL_9,Finance,48,B,4.582,5.124,,
2025-07,West,MODEL_9,Finance,60,B,6.135,7.092,,
2025-07,West,MODEL_9,Lease,36,C,,,0.003735,0.572
2025-07,West,MODEL_9,Finance,48,C,6.132,6.781,,
2025-07,West,MODEL_9,Lease,60,C,,,0.003344,0.652
2025-07,West,MODEL_10,Finance,36,A,6.674,7.563,,
2025-07,West,MODEL_10,Finance,48,A,6.622,7.273,,
2025-07,West,MODEL_10,Finance,60,A,5.773,6.222,,
2025-07,West,MODEL_10,Lease,36,B,,,0.001719,0.57
2025-07,West,MODEL_10,Finance,48,B,5.045,5.372,,
2025-07,West,MODEL_10,Lease,60,B,,,0.00281,0.489
2025-07,West,MODEL_10,Lease,36,C,,,0.003986,0.642
2025-07,West,MODEL_10,Lease,48,C,,,0.00362,0.589
2025-07,West,MODEL_10,Lease,60,C,,,0.002476,0.566
2025-08,East,MODEL_1,Lease,36,A,,,0.004383,0.614
2025-08,East,MODEL_1,Finance,48,A,4.922,5.467,,
2025-08,East,MODEL_1,Lease,60,A,,,0.002785,0.588
2025-08,East,MODEL_1,Finance,36,B,4.338,5.154,,
2025-08,East,MODEL_1,Finance,48,B,3.646,4.061,,
2025-08,East,MODEL_1,Finance,60,B,4.585,5.136,,
2025-08,East,MODEL_1,Lease,36,C,,,0.003455,0.656
2025-08,East,MODEL_1,Finance,48,C,4.833,5.622,,
2025-08,East,MODEL_1,Finance,60,C,5.949,6.706,,
2025-08,East,MODEL_2,Lease,36,A,,,0.001603,0.604
2025-08,East,MODEL_2,Finance,48,A,3.614,4.246,,
2025-08,East,MODEL_2,Lease,60,A,,,0.003306,0.556
2025-08,East,MODEL_2,Finance,36,B,6.23,6.586,,
2025-08,East,MODEL_2,Lease,48,B,,,0.001767,0.539
2025-08,East,MODEL_2,Finance,60,B,3.957,4.415,,
2025-08,East,MODEL_2,Finance,36,C,4.856,5.263,,
2025-08,East,MODEL_2,Finance,48,C,6.509,7.47,,
2025-08,East,MODEL_2,Finance,60,C,4.26,4.619,,
2025-08,East,MODEL_3,Finance,36,A,5.207,5.647,,
2025-08,East,MODEL_3,Lease,48,A,,,0.001796,0.542
2025-08,East,MODEL_3,Finance,60,A,4.306,4.813,,
2025-08,East,MODEL_3,Lease,36,B,,,0.003139,0.559
2025-08,East,MODEL_3,Lease,48,B,,,0.003235,0.553
2025-08,East,MODEL_3,Finance,60,B,5.757,6.178,,
2025-08,East,MODEL_3,Finance,36,C,5.527,6.382,,
2025-08,East,MODEL_3,Finance,48,C,6.669,7.419,,
2025-08,East,MODEL_3,Lease,60,C,,,0.001561,0.521
2025-08,East,MODEL_4,Finance,36,A,4.752,5.122,,
2025-08,East,MODEL_4,Lease,48,A,,,0.003848,0.621
2025-08,East,MODEL_4,Finance,60,A,6.201,6.775,,
2025-08,East,MODEL_4,Lease,36,B,,,0.002836,0.519
2025-08,East,MODEL_4,Lease,48,B,,,0.003322,0.652
2025-08,East,MODEL_4,Lease,60,B,,,0.00194,0.627
2025-08,East,MODEL_4,Finance,36,C,4.856,5.724,,
2025-08,East,MODEL_4,Lease,48,C,,,0.00253,0.534
2025-08,East,MODEL_4,Finance,60,C,6.026,6.623,,
2025-08,East,MODEL_5,Lease,36,A,,,0.003156,0.485
2025-08,East,MODEL_5,Finance,48,A,5.373,5.893,,
2025-08,East,MODEL_5,Finance,60,A,6.777,7.213,,
2025-08,East,MODEL_5,Finance,36,B,5.596,6.348,,
2025-08,East,MODEL_5,Lease,48,B,,,0.004411,0.626
2025-08,East,MODEL_5,Finance,60,B,5.5,6.096,,
2025-08,East,MODEL_5,Lease,36,C,,,0.002964,0.523
2025-08,East,MODEL_5,Lease,48,C,,,0.001741,0.648
2025-08,East,MODEL_5,Lease,60,C,,,0.003793,0.483
2025-08,East,MODEL_6,Finance,36,A,5.718,6.559,,
2025-08,East,MODEL_6,Finance,48,A,4.993,5.453,,
2025-08,East,MODEL_6,Finance,60,A,4.272,4.866,,
2025-08,East,MODEL_6,Lease,36,B,,,0.004321,0.622
2025-08,East,MODEL_6,Lease,48,B,,,0.002519,0.598
2025-08,East,MODEL_6,Lease,60,B,,,0.002451,0.615
2025-08,East,MODEL_6,Lease,36,C,,,0.002682,0.577
2025-08,East,MODEL_6,Lease,48,C,,,0.002557,0.548
2025-08,East,MODEL_6,Finance,60,C,4.499,5.221,,
2025-08,East,MODEL_7,Finance,36,A,6.077,6.968,,
2025-08,East,MODEL_7,Lease,48,A,,,0.002825,0.652
2025-08,East,MODEL_7,Lease,60,A,,,0.002859,0.516
2025-08,East,MODEL_7,Finance,36,B,6.085,6.963,,
2025-08,East,MODEL_7,Finance,48,B,4.051,4.484,,
2025-08,East,MODEL_7,Finance,60,B,5.974,6.456,,
2025-08,East,MODEL_7,Finance,36,C,5.186,5.756,,
2025-08,East,MODEL_7,Lease,48,C,,,0.001946,0.659
2025-08,East,MODEL_7,Lease,60,C,,,0.003944,0.497
2025-08,East,MODEL_8,Lease,36,A,,,0.002233,0.49
2025-08,East,MODEL_8,Lease,48,A,,,0.00254,0.612
2025-08,East,MODEL_8,Finance,60,A,6.389,6.87,,
2025-08,East,MODEL_8,Lease,36,B,,,0.003485,0.549
2025-08,East,MODEL_8,Finance,48,B,6.333,7.275,,
2025-08,East,MODEL_8,Finance,60,B,6.098,6.484,,
2025-08,East,MODEL_8,Lease,36,C,,,0.002413,0.592
2025-08,East,MODEL_8,Finance,48,C,6.029,6.357,,
2025-08,East,MODEL_8,Finance,60,C,5.543,6.54,,
2025-08,East,MODEL_9,Lease,36,A,,,0.003662,0.52
2025-08,East,MODEL_9,Finance,48,A,4.029,4.736,,
2025-08,East,MODEL_9,Finance,60,A,4.525,5.406,,
2025-08,East,MODEL_9,Finance,36,B,6.894,7.382,,
2025-08,East,MODEL_9,Lease,48,B,,,0.003861,0.649
2025-08,East,MODEL_9,Finance,60,B,6.228,6.559,,
2025-08,East,MODEL_9,Finance,36,C,6.091,6.993,,
2025-08,East,MODEL_9,Lease,48,C,,,0.003454,0.592
2025-08,East,MODEL_9,Lease,60,C,,,0.002751,0.646
2025-08,East,MODEL_10,Lease,36,A,,,0.002902,0.579
2025-08,East,MODEL_10,Lease,48,A,,,0.002698,0.59
2025-08,East,MODEL_10,Lease,60,A,,,0.001921,0.569
2025-08,East,MODEL_10,Finance,36,B,6.181,6.851,,
2025-08,East,MODEL_10,Finance,48,B,6.418,6.75,,
2025-08,East,MODEL_10,Lease,60,B,,,0.003427,0.488
